Issue #,OriginationPhase,DetectionPhase,Category,Priority,Status,Created_at,Closed_at,Author
1824,Documentation,Field,Enhancement,Major,Completed,4/10/2017,6/12/2017,Roy
1825,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1826,Testing,Field,Bug,Medium,Completed,4/12/2017,6/14/2017,Tamara
1827,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1828,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1829,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1830,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1831,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1832,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1833,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1834,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1835,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1836,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1837,Documentation,Field,Enhancement,Major,Rejected,6/13/2017,,Eric
1838,Documentation,Field,Enhancement,Major,Rejected,4/10/2017,8/7/2017,Roy
1839,Design,Coding,Inquiry,Low,Rejected,4/11/2017,,Zachary
1840,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1841,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1842,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1843,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1844,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1845,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1846,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Kristen
1847,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Robert
1848,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1849,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1850,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1851,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1852,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1853,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1854,Testing,Field,Bug,Medium,Completed,2/13/2017,3/7/2017,Kim
1855,Documentation,Field,Enhancement,Major,pendingReview,1/5/2017,,Sandy
1856,Design,Testing,Bug,Critical,Approved,1/6/2017,,David
1857,Requirements,Coding,Bug,High,inProgress,1/7/2017,,Michelle
1858,Requirements,Design,Inquiry,Low,Rejected,1/8/2017,4/3/2017,Jeremy
1859,Testing,Field,Bug,Medium,Completed,1/9/2017,4/10/2017,Joseph
1860,Documentation,Field,Enhancement,Major,pendingReview,10/10/2017,,Roy
1861,Design,Coding,Inquiry,Low,inProgress,10/11/2017,,Zachary
1862,Testing,Field,Bug,Medium,Completed,10/12/2017,10/15/2017,Tamara
1863,Documentation,Field,Enhancement,Major,pendingReview,10/13/2017,,Eric
1864,Design,Coding,Inquiry,High,inProgress,10/14/2017,,John
1865,Design,Testing,Bug,Critical,Approved,11/15/2017,,David
1866,Requirements,Coding,Bug,High,inProgress,11/16/2017,,Michelle
1867,Requirements,Design,Inquiry,Low,Rejected,11/17/2017,11/28/2017,Jeremy
1868,Testing,Field,Bug,Medium,Completed,11/18/2017,11/29/2017,Joseph
1869,Documentation,Field,Enhancement,Major,pendingReview,11/19/2017,,Roy
1870,Design,Coding,Inquiry,Low,inProgress,11/20/2017,,Zachary
1871,Testing,Field,Bug,Medium,Completed,11/21/2017,12/2/2017,Tamara
1872,Documentation,Field,Enhancement,Major,pendingReview,11/22/2017,,Eric
1873,Design,Coding,Inquiry,High,inProgress,11/23/2017,,John
1874,Coding,Testing,Bug,Low,Completed,11/24/2017,12/5/2017,Robert
1875,Design,Coding,Inquiry,High,inProgress,11/25/2017,,Lindsey
1876,Coding,Testing,Bug,Low,Completed,11/26/2017,12/7/2017,David
1877,Requirements,Coding,Inquiry,Low,Rejected,8/17/2017,8/30/2017,Smith
1878,Testing,Field,Bug,Medium,Completed,8/18/2017,8/31/2017,James
1879,Documentation,Field,Enhancement,Major,pendingReview,8/19/2017,,Alyssa
1880,Requirements,Testing,Bug,High,Completed,8/20/2017,9/2/2017,Lindsey
1881,Testing,Field,Bug,Medium,Completed,8/21/2017,9/3/2017,Joseph
1882,Documentation,Field,Enhancement,Major,pendingReview,8/22/2017,,Roy
1883,Design,Coding,Inquiry,High,inProgress,8/23/2017,,John
1884,Coding,Testing,Bug,Low,Completed,8/24/2017,9/6/2017,Linda
1885,Design,Coding,Inquiry,High,inProgress,8/25/2017,,Lindsey
1886,Coding,Testing,Bug,Low,Completed,8/26/2017,9/8/2017,David
1887,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherine
1888,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1889,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1890,Requirements,Design,Inquiry,Low,Rejected,11/8/2017,11/19/2017,Roy
1891,Testing,Field,Bug,Medium,Completed,11/9/2017,11/20/2017,John
1892,Documentation,Field,Inquiry,Major,pendingReview,11/10/2017,,Jessica
1893,Design,Testing,Enhancement,High,Approved,11/11/2017,,Joseph
1894,Requirements,Design,Inquiry,Low,Rejected,11/12/2017,11/13/2017,Smith
1895,Testing,Field,Bug,Medium,Completed,11/13/2017,11/14/2017,Kim
1896,Documentation,Field,Enhancement,Major,pendingReview,11/14/2017,,Sandy
1897,Design,Testing,Bug,Critical,Approved,11/15/2017,,David
1898,Requirements,Coding,Bug,High,inProgress,11/16/2017,,Michelle
1899,Requirements,Design,Inquiry,Low,Rejected,11/17/2017,,Smith
1900,Testing,Field,Bug,Medium,Completed,11/18/2017,12/12/2017,Joseph
1901,Documentation,Field,Enhancement,Major,pendingReview,11/19/2017,,Roy
1902,Design,Coding,Inquiry,Low,inProgress,11/20/2017,,John
1903,Testing,Field,Bug,Medium,Completed,11/21/2017,12/15/2017,Michelle
1904,Documentation,Field,Enhancement,Major,pendingReview,11/22/2017,,Roy
1905,Design,Coding,Inquiry,High,inProgress,11/23/2017,,John
1906,Coding,Testing,Bug,Low,Completed,11/24/2017,12/18/2017,Linda
1907,Design,Coding,Inquiry,High,inProgress,11/25/2017,,Lindsey
1908,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1909,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1910,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1911,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1912,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1913,Documentation,Field,Enhancement,Major,Rejected,6/13/2017,,Eric
1914,Documentation,Field,Enhancement,Major,Rejected,4/10/2017,8/7/2017,Roy
1915,Design,Coding,Inquiry,Low,Rejected,4/11/2017,,Zachary
1916,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1917,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1918,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1919,Design,Testing,Bug,Critical,Approved,11/15/2017,,David
1920,Requirements,Coding,Bug,High,inProgress,11/16/2017,,Michelle
1921,Requirements,Design,Inquiry,Low,Rejected,11/17/2017,,Smith
1922,Testing,Field,Bug,Medium,Completed,11/18/2017,12/12/2017,Joseph
1923,Documentation,Field,Enhancement,Major,pendingReview,12/19/2017,,Roy
1924,Design,Coding,Inquiry,Low,inProgress,12/20/2017,,John
1925,Documentation,Field,Enhancement,Major,pendingReview,12/21/2017,,Roy
1926,Design,Coding,Inquiry,High,inProgress,12/22/2017,,John
1927,Coding,Testing,Bug,Low,Completed,11/24/2017,12/18/2017,Linda
1928,Design,Coding,Inquiry,High,inProgress,11/25/2017,,Lindsey
1929,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1930,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1931,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1932,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1933,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1934,Documentation,Field,Enhancement,Major,Completed,6/13/2017,,Eric
1935,Documentation,Field,Enhancement,Major,Completed,4/10/2017,8/7/2017,Roy
1936,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1937,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1938,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1939,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1940,Design,Coding,Inquiry,Low,Rejected,6/11/2017,8/4/2017,Zachary
1941,Testing,Field,Bug,Medium,Rejected,6/12/2017,,Tamara
1942,Documentation,Field,Enhancement,Major,Completed,6/13/2017,,Eric
1943,Documentation,Field,Enhancement,Major,Completed,4/10/2017,8/7/2017,Roy
1944,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1945,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1946,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1947,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1948,Coding,Testing,Bug,Low,Completed,12/10/2017,12/24/2017,Robert
1949,Design,Coding,Inquiry,High,Rejected,12/11/2017,12/25/2017,Lindsey
1950,Coding,Testing,Bug,Low,Rejected,12/12/2017,12/26/2017,David
1951,Testing,Field,Enhancement,Medium,Rejected,11/13/2017,12/27/2017,Catherinee
1952,Requirements,Design,Inquiry,Low,Rejected,11/14/2017,12/13/2017,Smith
1953,Testing,Field,Bug,Medium,Completed,11/15/2017,12/14/2017,Kim
1954,Documentation,Field,Enhancement,Major,pendingReview,12/14/2017,,Linda
1955,Design,Testing,Inquiry,Critical,Approved,12/15/2017,,David
1956,Requirements,Coding,Bug,High,inProgress,12/16/2017,,Michelle
1957,Requirements,Design,Inquiry,Low,Rejected,12/17/2017,12/26/2017,Smith
1958,Testing,Field,Bug,Medium,Completed,12/18/2017,12/27/2017,Michelle
1959,Documentation,Field,Enhancement,Major,pendingReview,12/19/2017,,Roy
1960,Design,Coding,Inquiry,High,inProgress,12/20/2017,,Derek
1961,Testing,Field,Bug,Medium,Completed,8/5/2017,8/31/2017,James
1962,Documentation,Field,Enhancement,Major,pendingReview,8/6/2017,,Alyssa
1963,Requirements,Testing,Bug,High,Completed,8/7/2017,9/2/2017,Lindsey
1964,Testing,Field,Bug,Medium,Completed,8/8/2017,9/3/2017,Joseph
1965,Documentation,Field,Enhancement,Major,pendingReview,8/9/2017,,Roy
1966,Design,Coding,Inquiry,High,inProgress,8/10/2017,,John
1967,Coding,Testing,Bug,Low,Completed,8/11/2017,9/6/2017,Linda
1968,Design,Coding,Inquiry,High,inProgress,8/12/2017,,Lindsey
1969,Coding,Testing,Bug,Low,Completed,12/12/2017,12/26/2017,David
1970,Testing,Field,Enhancement,Medium,Completed,11/13/2017,12/27/2017,Catherinee
1971,Requirements,Design,Inquiry,Low,Rejected,11/14/2017,12/13/2017,Smith
1972,Testing,Field,Bug,Medium,Completed,11/15/2017,12/14/2017,Kim
1973,Documentation,Field,Enhancement,Major,pendingReview,12/14/2017,,Linda
1974,Design,Testing,Inquiry,Critical,Approved,12/15/2017,,David
1975,Testing,Field,Enhancement,Medium,Completed,10/18/2017,11/21/2017,Catherinee
1976,Design,Testing,Inquiry,Critical,Approved,10/19/2017,,Ryan
1977,Testing,Field,Bug,Medium,Completed,4/9/2017,6/11/2017,Joseph
1978,Documentation,Field,Enhancement,Major,Completed,4/10/2017,6/12/2017,Roy
1979,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1980,Testing,Field,Bug,Medium,Completed,4/12/2017,6/14/2017,Tamara
1981,Documentation,Field,Enhancement,Major,pendingReview,8/2/2017,,Roy
1982,Design,Coding,Inquiry,High,inProgress,8/3/2017,,John
1983,Coding,Testing,Bug,Low,Completed,8/4/2017,9/6/2017,Linda
1984,Design,Coding,Inquiry,High,inProgress,8/5/2017,,Lindsey
1985,Requirements,Design,Inquiry,Low,Rejected,5/3/2017,5/13/2017,Smith
1986,Testing,Field,Bug,Medium,Completed,5/4/2017,5/14/2017,Kim
1987,Documentation,Field,Enhancement,Major,pendingReview,5/5/2017,,Linda
1988,Design,Testing,Inquiry,Critical,Approved,5/6/2017,,David
1989,Requirements,Coding,Bug,High,inProgress,5/7/2017,,Michelle
1990,Requirements,Design,Inquiry,Low,Rejected,5/8/2017,5/25/2017,Smith
1991,Testing,Field,Bug,Medium,Completed,5/9/2017,5/26/2017,Michelle
1992,Documentation,Field,Enhancement,Major,pendingReview,5/10/2017,,Roy
1993,Design,Coding,Inquiry,High,inProgress,5/11/2017,,Derek
1994,Requirements,Testing,Bug,High,Completed,5/12/2017,5/25/2017,Lindsey
1995,Testing,Field,Bug,Medium,Completed,5/13/2017,5/26/2017,Joseph
1996,Design,Coding,Inquiry,Low,Rejected,6/6/2017,8/4/2017,Zachary
1997,Testing,Field,Bug,Medium,Completed,6/7/2017,,Tamara
1998,Documentation,Field,Enhancement,Major,Rejected,6/8/2017,,Eric
1999,Design,Coding,Inquiry,High,pendingReview,4/14/2017,,Lindsey
2000,Design,Coding,Inquiry,High,Completed,6/10/2017,,John
